t_s,distanceRight_mm,distanceLeft_mm
1.829,0.0,0.0
1.839,0.0,0.0
1.848,0.0,0.0
1.859,0.0,0.0
1.869,0.0,0.0
1.879,0.0,0.0
1.89,0.0,0.0
1.898,0.0,0.0
1.909,0.0,0.0
1.919,0.0,0.0
1.929,0.0,0.0
1.939,0.0,0.0
1.949,0.0,0.0
1.96,0.0,0.0
1.969,0.0,0.0
1.979,0.0,0.0
1.989,0.0,0.0
1.999,0.0,5.0
2.009,0.0,5.0
2.019,0.0,5.0
2.029,5.0,5.0
2.038,5.0,5.0
2.048,5.0,5.0
2.06,5.0,5.0
2.07,10.0,10.0
2.079,10.0,10.0
2.09,10.0,15.0
2.099,15.0,15.0
2.11,15.0,15.0
2.12,15.0,15.0
2.13,20.0,20.0
2.139,20.0,25.0
2.149,20.0,25.0
2.16,25.0,25.0
2.17,25.0,25.0
2.179,30.0,30.0
2.188,30.0,35.0
2.2,35.0,35.0
2.21,35.0,35.0
2.22,40.0,35.0
2.23,40.0,40.0
2.24,40.0,45.0
2.25,45.0,45.0
2.259,50.0,45.0
2.27,50.0,50.0
2.279,50.0,55.0
2.289,55.0,55.0
2.3,60.0,55.0
2.31,60.0,60.0
2.32,60.0,65.0
2.33,65.0,65.0
2.34,70.0,65.0
2.35,70.0,70.0
2.36,75.0,75.0
2.369,75.0,75.0
2.379,80.0,75.0
2.39,80.0,80.0
2.399,85.0,85.0
2.41,90.0,85.0
2.42,90.0,85.0
2.43,90.0,90.0
2.439,95.0,95.0
2.449,100.0,95.0
2.46,100.0,100.0
2.471,105.0,105.0
2.481,110.0,105.0
2.491,110.0,105.0
2.5,110.0,110.0
2.508,115.0,115.0
2.52,120.0,115.0
2.53,120.0,120.0
2.54,125.0,125.0
2.55,130.0,125.0
2.56,130.0,125.0
2.57,135.0,130.0
2.58,135.0,135.0
2.59,140.0,135.0
2.6,140.0,140.0
2.61,145.0,145.0
2.62,150.0,145.0
2.63,150.0,145.0
2.641,155.0,150.0
2.65,160.0,155.0
2.659,160.0,155.0
2.67,165.0,160.0
2.679,165.0,165.0
2.69,170.0,165.0
2.7,170.0,165.0
2.71,175.0,170.0
2.72,180.0,175.0
2.73,180.0,175.0
2.74,185.0,180.0
2.75,190.0,185.0
2.76,190.0,185.0
2.77,190.0,185.0
2.779,195.0,190.0
2.79,200.0,195.0
2.8,200.0,195.0
2.811,205.0,200.0
2.82,205.0,205.0
2.83,210.0,205.0
2.84,210.0,205.0
2.85,215.0,210.0
2.861,220.0,215.0
2.87,220.0,215.0
2.88,225.0,220.0
2.891,230.0,220.0
2.9,230.0,225.0
2.911,230.0,225.0
2.92,235.0,230.0
2.93,240.0,235.0
2.938,240.0,235.0
2.95,245.0,235.0
2.958,250.0,240.0
2.969,250.0,245.0
2.979,255.0,245.0
2.991,255.0,250.0
2.998,260.0,250.0
3.011,260.0,255.0
3.021,265.0,255.0
3.029,270.0,260.0
3.041,270.0,265.0
3.051,275.0,265.0
3.06,275.0,265.0
3.071,280.0,270.0
3.079,280.0,275.0
3.091,285.0,275.0
3.1,290.0,280.0
3.111,290.0,285.0
3.121,295.0,285.0
3.129,300.0,285.0
3.14,300.0,290.0
3.151,305.0,295.0
3.16,305.0,295.0
3.171,310.0,300.0
3.18,310.0,305.0
3.191,315.0,305.0
3.201,320.0,310.0
3.211,320.0,315.0
3.221,325.0,315.0
3.23,330.0,315.0
3.241,330.0,320.0
3.248,335.0,325.0
3.26,335.0,325.0
3.271,340.0,330.0
3.279,340.0,335.0
3.29,345.0,335.0
3.301,350.0,335.0
3.31,350.0,340.0
3.32,355.0,345.0
3.33,360.0,345.0
3.34,360.0,350.0
3.35,365.0,355.0
3.36,370.0,355.0
3.371,370.0,360.0
3.379,370.0,365.0
3.391,375.0,365.0
3.4,380.0,365.0
3.41,380.0,370.0
3.42,385.0,375.0
3.43,390.0,375.0
3.441,390.0,380.0
3.45,395.0,385.0
3.461,395.0,385.0
3.471,400.0,385.0
3.481,400.0,390.0
3.491,405.0,395.0
3.5,410.0,395.0
3.511,410.0,400.0
3.521,415.0,405.0
3.53,415.0,405.0
3.541,420.0,405.0
3.55,420.0,410.0
3.561,425.0,415.0
3.571,430.0,415.0
3.58,430.0,420.0
3.591,435.0,420.0
3.598,440.0,425.0
3.611,440.0,425.0
3.621,440.0,430.0
3.63,445.0,435.0
3.639,450.0,435.0
3.651,450.0,435.0
3.661,455.0,440.0
3.671,460.0,445.0
3.679,460.0,445.0
3.691,465.0,450.0
3.698,465.0,455.0
3.711,470.0,455.0
3.721,470.0,455.0
3.731,475.0,460.0
3.741,480.0,465.0
3.751,480.0,465.0
3.761,485.0,465.0
3.771,485.0,465.0
3.78,490.0,465.0
3.791,490.0,465.0
3.801,495.0,470.0
3.808,500.0,475.0
3.821,500.0,475.0
3.831,505.0,480.0
3.841,510.0,485.0
3.851,510.0,485.0
3.86,515.0,485.0
3.871,515.0,490.0
3.881,520.0,495.0
3.889,520.0,495.0
3.901,525.0,500.0
3.911,530.0,505.0
3.921,530.0,505.0
3.93,535.0,505.0
3.939,540.0,510.0
3.951,540.0,515.0
3.961,545.0,515.0
3.971,545.0,520.0
3.981,550.0,525.0
3.991,550.0,525.0
4.001,555.0,530.0
4.011,560.0,535.0
4.021,560.0,535.0
4.03,565.0,535.0
4.041,570.0,540.0
4.05,570.0,545.0
4.061,575.0,545.0
4.071,575.0,550.0
4.08,580.0,555.0
4.091,580.0,555.0
4.101,585.0,555.0
4.111,590.0,560.0
4.122,590.0,565.0
4.13,595.0,565.0
4.141,595.0,570.0
4.151,600.0,575.0
4.161,600.0,575.0
4.171,605.0,575.0
4.18,610.0,580.0
4.191,610.0,585.0
4.201,615.0,585.0
4.212,615.0,590.0
4.221,620.0,595.0
4.23,620.0,595.0
4.241,625.0,595.0
4.252,630.0,600.0
4.261,630.0,605.0
4.271,635.0,605.0
4.28,635.0,610.0
4.291,640.0,615.0
4.301,640.0,615.0
4.312,645.0,615.0
4.322,650.0,620.0
4.33,650.0,625.0
4.342,655.0,625.0
4.352,655.0,625.0
4.362,660.0,630.0
4.372,660.0,635.0
4.38,665.0,635.0
4.391,670.0,640.0
4.402,670.0,645.0
4.412,675.0,645.0
4.42,675.0,645.0
4.43,680.0,650.0
4.44,680.0,655.0
4.452,685.0,655.0
4.462,690.0,660.0
4.472,690.0,665.0
4.481,695.0,665.0
4.491,700.0,665.0
4.501,700.0,670.0
4.511,705.0,675.0
4.52,705.0,675.0
4.529,710.0,680.0
4.541,710.0,680.0
4.552,715.0,685.0
4.562,720.0,685.0
4.571,720.0,690.0
4.581,725.0,690.0
4.592,730.0,695.0
4.602,730.0,695.0
4.611,735.0,695.0
4.622,735.0,695.0
4.632,740.0,695.0
4.641,740.0,700.0
4.651,745.0,700.0
4.662,750.0,705.0
4.672,750.0,705.0
4.682,750.0,705.0
4.691,755.0,705.0
4.702,760.0,705.0
4.712,760.0,705.0
4.721,765.0,710.0
4.731,765.0,710.0
4.742,770.0,710.0
4.752,770.0,710.0
4.762,770.0,715.0
4.772,775.0,715.0
4.782,780.0,715.0
4.791,780.0,715.0
4.801,780.0,715.0
4.812,785.0,715.0
4.82,790.0,715.0
4.829,790.0,715.0
4.842,790.0,715.0
4.852,795.0,715.0
4.862,795.0,715.0
4.872,800.0,715.0
4.88,800.0,715.0
4.892,800.0,715.0
4.902,805.0,715.0
4.912,805.0,715.0
4.922,810.0,715.0
4.932,810.0,715.0
4.942,810.0,715.0
4.951,815.0,715.0
4.962,815.0,715.0
4.971,820.0,715.0
4.98,820.0,715.0
4.991,825.0,715.0
5.002,825.0,715.0
5.012,830.0,715.0
5.021,830.0,715.0
5.031,830.0,715.0
5.041,835.0,715.0
5.051,835.0,715.0
5.062,840.0,715.0
5.072,840.0,715.0
5.081,840.0,715.0
5.092,845.0,715.0
5.102,850.0,715.0
5.111,850.0,715.0
5.121,850.0,715.0
5.132,855.0,715.0
5.142,855.0,715.0
5.152,860.0,715.0
5.161,860.0,715.0
5.172,865.0,715.0
5.181,865.0,715.0
5.192,870.0,715.0
5.201,870.0,715.0
5.211,870.0,715.0
5.222,875.0,715.0
5.232,875.0,715.0
5.242,880.0,715.0
5.252,880.0,715.0
5.261,885.0,715.0
5.272,885.0,715.0
5.282,890.0,715.0
5.292,890.0,715.0
5.302,890.0,715.0
5.311,895.0,715.0
5.322,900.0,715.0
5.33,900.0,715.0
5.342,900.0,715.0
5.352,905.0,715.0
5.362,905.0,715.0
5.372,910.0,715.0
5.382,910.0,715.0
5.392,915.0,715.0
5.402,915.0,715.0
5.412,920.0,715.0
5.422,920.0,715.0
5.431,920.0,715.0
5.442,925.0,715.0
5.452,930.0,715.0
5.462,930.0,715.0
5.471,930.0,715.0
5.481,935.0,715.0
5.49,935.0,715.0
5.502,940.0,715.0
5.512,940.0,715.0
5.522,940.0,715.0
5.531,945.0,715.0
5.542,950.0,715.0
5.553,950.0,715.0
5.562,950.0,715.0
5.572,955.0,715.0
5.581,955.0,720.0
5.592,960.0,720.0
5.602,960.0,720.0
5.612,960.0,725.0
5.622,965.0,725.0
5.631,965.0,725.0
5.642,970.0,725.0
5.651,970.0,730.0
5.662,970.0,735.0
5.672,975.0,735.0
5.681,975.0,735.0
5.692,980.0,740.0
5.702,980.0,740.0
5.709,980.0,745.0
5.72,985.0,745.0
5.731,990.0,745.0
5.741,990.0,750.0
5.749,990.0,755.0
5.762,995.0,755.0
5.772,995.0,755.0
5.782,1000.0,760.0
5.789,1000.0,765.0
5.803,1005.0,765.0
5.813,1005.0,770.0
5.822,1010.0,770.0
5.831,1010.0,775.0
5.843,1015.0,775.0
5.85,1015.0,780.0
5.862,1020.0,780.0
5.872,1020.0,785.0
5.882,1025.0,785.0
5.892,1025.0,790.0
5.903,1030.0,795.0
5.913,1030.0,795.0
5.922,1035.0,795.0
5.932,1040.0,800.0
5.942,1040.0,805.0
5.952,1045.0,805.0
5.962,1045.0,805.0
5.973,1050.0,810.0
5.982,1050.0,815.0
5.993,1055.0,815.0
6.003,1055.0,815.0
6.013,1060.0,820.0
6.022,1060.0,825.0
6.033,1065.0,825.0
6.042,1070.0,830.0
6.053,1070.0,835.0
6.062,1075.0,835.0
6.073,1075.0,835.0
6.083,1080.0,840.0
6.092,1080.0,845.0
6.102,1085.0,845.0
6.113,1090.0,845.0
6.123,1090.0,850.0
6.133,1095.0,855.0
6.142,1095.0,855.0
6.152,1100.0,860.0
6.163,1100.0,865.0
6.173,1105.0,865.0
6.182,1110.0,865.0
6.192,1110.0,870.0
6.202,1115.0,875.0
6.213,1115.0,875.0
6.223,1120.0,880.0
6.233,1120.0,885.0
6.242,1125.0,885.0
6.253,1130.0,885.0
6.263,1130.0,890.0
6.273,1135.0,895.0
6.283,1140.0,895.0
6.293,1140.0,900.0
6.303,1145.0,905.0
6.312,1145.0,905.0
6.323,1150.0,905.0
6.332,1150.0,910.0
6.343,1155.0,915.0
6.353,1160.0,915.0
6.363,1160.0,915.0
6.372,1160.0,920.0
6.383,1165.0,920.0
6.389,1165.0,925.0
6.401,1170.0,925.0
6.413,1170.0,925.0
6.423,1170.0,925.0
6.433,1170.0,925.0
6.443,1175.0,930.0
6.453,1175.0,930.0
6.463,1175.0,930.0
6.473,1175.0,935.0
6.483,1180.0,935.0
6.492,1180.0,935.0
6.503,1180.0,935.0
6.513,1180.0,935.0
6.524,1180.0,935.0
6.533,1180.0,935.0
6.543,1180.0,935.0
6.553,1180.0,935.0
6.562,1180.0,935.0
6.573,1180.0,935.0
6.583,1180.0,935.0
6.591,1180.0,935.0
6.599,1180.0,935.0
6.613,1180.0,935.0
6.623,1180.0,935.0
6.633,1180.0,935.0
6.643,1180.0,935.0
6.653,1180.0,935.0
6.663,1180.0,935.0
6.674,1180.0,935.0
6.683,1180.0,935.0
6.693,1180.0,935.0
6.7,1180.0,935.0
6.708,1180.0,935.0
6.723,1180.0,935.0
6.733,1180.0,935.0
6.743,1180.0,935.0
6.753,1180.0,935.0
6.763,1180.0,935.0
6.773,1180.0,935.0
6.783,1180.0,935.0
6.793,1180.0,935.0
6.803,1180.0,935.0
6.813,1180.0,935.0
6.823,1180.0,935.0
6.831,1180.0,935.0
6.84,1180.0,935.0
6.853,1180.0,935.0
6.858,1180.0,935.0
6.873,1180.0,935.0
6.883,1180.0,935.0
6.893,1180.0,935.0
6.903,1180.0,935.0
6.913,1180.0,935.0
6.923,1180.0,935.0
6.933,1180.0,935.0
6.942,1180.0,935.0
6.953,1180.0,935.0
6.963,1180.0,935.0
6.973,1180.0,935.0
6.983,1180.0,935.0
6.993,1180.0,935.0
7.001,1180.0,935.0
7.009,1180.0,935.0
7.023,1180.0,935.0
7.033,1180.0,935.0
7.043,1180.0,935.0
7.053,1180.0,935.0
7.063,1180.0,935.0
7.073,1180.0,935.0
7.083,1180.0,935.0
7.093,1180.0,935.0
7.104,1180.0,935.0
7.113,1180.0,935.0
7.124,1180.0,935.0
7.133,1180.0,935.0
7.143,1180.0,935.0
7.153,1180.0,935.0
7.164,1180.0,935.0
7.174,1180.0,935.0
7.183,1180.0,935.0
7.193,1180.0,935.0
7.203,1180.0,935.0
7.214,1180.0,935.0
7.224,1180.0,935.0
7.234,1180.0,935.0
7.243,1180.0,935.0
7.254,1180.0,935.0
7.264,1180.0,935.0
7.274,1180.0,935.0
7.284,1180.0,935.0
7.29,1180.0,935.0
7.301,1180.0,935.0
7.313,1180.0,935.0
7.323,1180.0,935.0
7.333,1180.0,935.0
7.343,1180.0,935.0
7.353,1180.0,935.0
7.364,1180.0,935.0
7.373,1180.0,935.0
7.384,1180.0,935.0
7.393,1180.0,935.0
7.402,1180.0,935.0
7.413,1180.0,935.0
7.424,1180.0,935.0
7.433,1180.0,935.0
7.443,1180.0,935.0
7.453,1180.0,935.0
7.463,1180.0,935.0
7.474,1180.0,935.0
7.483,1180.0,935.0
7.493,1180.0,935.0
7.504,1180.0,935.0
7.514,1180.0,935.0
7.524,1180.0,935.0
7.534,1180.0,935.0
7.543,1180.0,935.0
7.554,1180.0,935.0
7.564,1180.0,935.0
7.573,1180.0,935.0
7.583,1180.0,935.0
7.593,1180.0,935.0
7.604,1180.0,935.0
7.613,1180.0,935.0
7.623,1180.0,935.0
7.633,1180.0,935.0
7.644,1180.0,935.0
7.654,1180.0,935.0
7.663,1180.0,935.0
7.674,1180.0,935.0
7.683,1180.0,935.0
7.693,1180.0,935.0
7.703,1180.0,935.0
7.713,1180.0,935.0
7.724,1180.0,935.0
7.733,1180.0,935.0
7.743,1180.0,935.0
7.754,1180.0,935.0
7.763,1180.0,935.0
7.774,1180.0,935.0
7.782,1180.0,935.0
7.794,1180.0,935.0
7.804,1180.0,935.0
7.813,1180.0,935.0
7.821,1180.0,935.0
7.833,1180.0,935.0
7.844,1180.0,935.0
7.853,1180.0,935.0
7.864,1180.0,935.0
7.874,1180.0,935.0
7.884,1180.0,935.0
7.894,1180.0,935.0
7.904,1180.0,935.0
7.914,1180.0,935.0
7.924,1180.0,935.0
7.932,1180.0,935.0
7.944,1180.0,935.0
7.954,1180.0,935.0
7.963,1180.0,935.0
7.974,1180.0,935.0
7.983,1180.0,935.0
7.993,1180.0,935.0
8.004,1180.0,935.0
8.014,1180.0,935.0
8.024,1180.0,935.0
8.031,1180.0,935.0
8.044,1180.0,935.0
8.054,1180.0,935.0
8.064,1180.0,935.0
8.074,1180.0,935.0
8.083,1180.0,935.0
8.094,1180.0,935.0
8.103,1180.0,935.0
8.113,1180.0,935.0
8.124,1180.0,935.0
8.133,1180.0,935.0
8.144,1180.0,935.0
8.154,1180.0,935.0
8.164,1180.0,935.0
8.173,1180.0,935.0
8.183,1180.0,935.0
8.194,1180.0,935.0
8.204,1180.0,935.0
8.214,1180.0,935.0
8.224,1180.0,935.0
8.232,1180.0,935.0
8.244,1180.0,935.0
8.254,1180.0,935.0
8.264,1180.0,935.0
8.274,1180.0,935.0
8.284,1180.0,935.0
8.294,1180.0,935.0
8.304,1180.0,935.0
8.313,1180.0,935.0
8.323,1180.0,935.0
8.334,1180.0,935.0
8.343,1180.0,935.0
8.353,1180.0,935.0
8.363,1180.0,935.0
8.373,1180.0,935.0
8.383,1180.0,935.0
8.394,1180.0,935.0
8.404,1180.0,935.0
8.414,1180.0,935.0
8.424,1180.0,935.0
8.434,1180.0,935.0
8.443,1180.0,935.0
8.454,1180.0,935.0
8.464,1180.0,935.0
8.474,1180.0,935.0
8.484,1180.0,935.0
8.494,1180.0,935.0
8.504,1180.0,935.0
8.514,1180.0,935.0
8.524,1180.0,935.0
8.534,1180.0,935.0
8.544,1180.0,935.0
8.554,1180.0,935.0
8.564,1180.0,935.0
8.574,1180.0,935.0
8.581,1180.0,935.0
8.594,1180.0,935.0
8.604,1180.0,935.0
8.614,1180.0,935.0
8.624,1180.0,935.0
8.633,1180.0,935.0
8.644,1180.0,935.0
8.654,1180.0,935.0
8.664,1180.0,935.0
8.672,1180.0,935.0
8.684,1180.0,935.0
8.694,1180.0,935.0
8.704,1180.0,935.0
8.714,1180.0,935.0
8.724,1180.0,935.0
8.734,1180.0,935.0
8.744,1180.0,935.0
8.753,1180.0,935.0
8.764,1180.0,935.0
8.774,1180.0,935.0
8.785,1180.0,935.0
8.794,1180.0,935.0
8.804,1180.0,935.0
8.814,1180.0,935.0
